temp,dim_x,dim_y,energy,energy_var,c
0.1,16,16,1.949540043253606,1.954571013973531e-05,0.5003701795772239
0.2,16,16,1.8973599877907918,8.115057164273374e-05,0.5193636585134959
0.30000000000000004,16,16,1.8434059418336042,0.00019296891332257717,0.548889353450886
0.4,16,16,1.787671059035598,0.00034984386266902906,0.5597501802704464
0.5,16,16,1.7301147209238026,0.0006261873926610979,0.6412158900849643
0.6000000000000001,16,16,1.6708093457112259,0.0008951429373427463,0.6365460887770638
0.7000000000000001,16,16,1.6042921478325998,0.0012717887144348917,0.6644447161129229
0.8,16,16,1.530728039374247,0.0018742171332419807,0.7496868532967922
0.9,16,16,1.4439101949730035,0.0030857356430696566,0.9752448452170766
1.0,16,16,1.344911244320132,0.004886801052706041,1.2510210694927466
1.1,16,16,1.201298914946256,0.006705950817449015,1.418779677080122
1.2000000000000002,16,16,1.0490769527067507,0.006736424227083403,1.1975865292592713
1.3,16,16,0.9339769033979,0.006684056326636946,1.0124961062834663
1.4000000000000001,16,16,0.8575251564168839,0.005874583801027763,0.767292578093422
1.5,16,16,0.778389593445452,0.0059762156254419595,0.6799605333836185
1.6,16,16,0.7108888045961237,0.0055657406307083185,0.5565740630708318
1.7000000000000002,16,16,0.6631558721931265,0.005332336899181217,0.4723454139067098
1.8,16,16,0.6230677134078896,0.005232480900920939,0.41343058970239516
1.9000000000000001,16,16,0.583890690608207,0.004923843910903024,0.3491700945127905
2.0,16,16,0.5496791520410972,0.0049875145760159495,0.31920093286502077
